Collector Institution	Collection Date	Country	State / Province	Host Species	Host Common Name	Subtype	Flu Test Status	Type	Strain Name	Contact Email Address	Bird Behavior	Age	Health	
Environment Canada	08/09/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H3N6	Positive	A	A/mallard/Alberta/72/1994(H3N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/12/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/76/1994(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/12/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/85/1994(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/13/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H3N6	Positive	A	A/mallard/Alberta/142/1994(H3N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/14/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/193/1994(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/15/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/232/1994(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/03/1995	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/2/1995(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/03/1995	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/7/1995(mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/05/1995	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/43/1995(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/05/1995	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/49/1995(Mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/26/1996	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/267/1996(mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/26/1996	Canada	Alberta	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Alberta/279/1996(H11N9)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/27/1996	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/296/1996(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/01/1997	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/90/1997(H10N7)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	08/05/1997	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/114/1997(H3N8)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	08/05/1997	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/117/1997(H3N8)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	08/05/1998	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/71/1998(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/06/1998	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/119/1998(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/07/1998	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/167/1998(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/07/1998	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/169/1998(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/11/1998	Canada	Alberta	Anas platyrhynchos	Mallard	H2N3	Positive	A	A/mallard/Alberta/205/1998(H2N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/11/1998	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/211/1998(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/11/1998	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/242/1998(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/04/1999	Canada	Alberta	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Alberta/122/1999(H11N9)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/04/1999	Canada	Alberta	Anas platyrhynchos	Mallard	H11N6	Positive	A	A/mallard/Alberta/125/1999(H11N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/07/1999	Canada	Alberta	Anas platyrhynchos	Mallard	H3N6	Positive	A	A/mallard/Alberta/199/1999(H3N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/11/1999	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/215/1999(mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/11/1999	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/235/1999(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/05/2000	Canada	Alberta	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Alberta/64/2000(H11N9)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/15/2000	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/127/2000(mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/16/2000	Canada	Alberta	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Alberta/193/2000(H11N9)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	07/26/2001	Canada	Alberta	Anas platyrhynchos	Mallard	H7N3	Positive	A	A/mallard/Alberta/22/2001(H7N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	07/26/2001	Canada	Alberta	Anas platyrhynchos	Mallard	H7N3	Positive	A	A/mallard/Alberta/27/2001(H7N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	07/28/2001	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/35/2001(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/07/2001	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/38/2001(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/06/2001	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/160/2001(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/02/2002	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/150/2002(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/02/2002	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/151/2002(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/07/2003	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/204/2002(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/07/2003	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/207/2002(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/07/2003	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/215/2002(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/07/2003	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/219/2002(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/08/2002	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/276/2002(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/08/2002	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/277/2002(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/01/2003	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/130/2003(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/08/2003	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/233/2003(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/08/2003	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/237/2003(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/08/2003	Canada	Alberta	Anas platyrhynchos	Mallard	H3N3	Positive	A	A/mallard/Alberta/254/2003(H3N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/03/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/56/2004(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/03/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/57/2004(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/03/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/62/2004(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/03/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/65/2004(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/03/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/66/2004(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/03/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/67/2004(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/03/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/68/2004(H10N7)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/03/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/88/2004(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/03/2004	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/104/2004(Mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/14/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H3N1	Positive	A	A/mallard/Alberta/192/2004(H3N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/15/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/226/2004(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/15/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/241/2004(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/15/2004	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/251/2004(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	07/27/2005	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/pintail/Alberta/69/2005(H1N1)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/10/2005	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/240/2005(H1N1)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	08/10/2005	Canada	Alberta	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Alberta/257/2005(H1N1)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	09/04/1988	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/378/1988(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/07/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H2N9	Positive	A	A/mallard/Alberta/132/1986(H2N9)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/11/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Alberta/264/1986(H6N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/12/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Alberta/298/1986(H6N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/12/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Alberta/311/1986(H6N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/12/1986	Canada	Alberta	Anas platyrhynchos	Mallard	unknown	Positive	A	A/mallard/Alberta/312/1986(unknown)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/14/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Alberta/372/1986(H6N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/19/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Alberta/542/1986(H6N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/19/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Alberta/549/1986(H6N2)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/19/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/Alberta/553/1986(H10N7)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	08/20/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H6N5	Positive	A	A/mallard/Alberta/563/1986(H6N5)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/20/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/575/1986(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/20/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H6	Positive	A	A/mallard/Alberta/608/1986(H6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/22/1986	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/670/1986(mixed)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	08/26/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/772/1986(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/26/1986	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/782/1986(H3N8)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	08/02/1989	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/20/1989(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/06/1989	Canada	Alberta	Anas platyrhynchos	Mallard	H6N4	Positive	A	A/mallard/Alberta/58/1989(H6N4)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	09/03/1989	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/167/1989(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	09/03/1989	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/172/1989(H6N8)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	09/03/1989	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/174/1989(H6N8)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	09/03/1989	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/186/1989(H6N8)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	09/03/1989	Canada	Alberta	Anas platyrhynchos	Mallard	H7N3	Positive	A	A/mallard/Alberta/195/1989(H7N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	09/03/1989	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/196/1989(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	09/03/1989	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/197/1989(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	09/03/1989	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/199/1989(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/27/1990	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/110/1990(Mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/28/1990	Canada	Alberta	Anas platyrhynchos	Mallard	H6N3	Positive	A	A/mallard/Alberta/207/1990(H6N3)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	08/28/1990	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/220/1990(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/29/1990	Canada	Alberta	Anas platyrhynchos	Mallard	H6N3	Positive	A	A/mallard/Alberta/250/1990(H6N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/29/1990	Canada	Alberta	Anas platyrhynchos	Mallard	H6N3	Positive	A	A/mallard/Alberta/257/1990(H6N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/12/1991(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Alberta/18/1991(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/32/1991(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/54/1991(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/60/1991(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/61/1991(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/62/1991(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/64/1991(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/10/1991	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/107/1991(mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/10/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/109/1991(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/10/1991	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/113/1991(mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/10/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/115/1991(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/26/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Alberta/122/1991(H11N9)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/26/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Alberta/126/1991(H11N9)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/26/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H3N6	Positive	A	A/mallard/Alberta/129/1991(H3N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/26/1991	Canada	Alberta	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Alberta/251/1991(H11N9)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/11/1992	Canada	Alberta	Anas platyrhynchos	Mallard	H3N6	Positive	A	A/mallard/Alberta/35/1992(H3N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/16/1992	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/148/1992(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/16/1992	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/152/1992(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/24/1992	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/196/1992(Mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/24/1992	Canada	Alberta	Anas platyrhynchos	Mallard	H6N5	Positive	A	A/mallard/Alberta/203/1992(H6N5)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/20/1993	Canada	Alberta	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Alberta/12/1993(mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/17/1993	Canada	Alberta	Anas platyrhynchos	Mallard	H3N9	Positive	A	A/mallard/Alberta/54/1993(H3N9)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/17/1993	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/72/1993(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/22/1993	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/192/1993(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/4/1994(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/6/1994(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/19/1994(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Alberta/31/1994(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/32/1994(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/57/1994(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/59/1994(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/09/1994	Canada	Alberta	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Alberta/68/1994(H6N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/28/2007	Canada	Alberta	Anas discors	Blue-Winged Teal	H3N8	Positive	A	A/blue-winged teal/Alberta/366/2007(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/28/2007	Canada	Alberta	Anas discors	Blue-Winged Teal	H3N6	Positive	A	A/blue-winged teal/Alberta/376/2007(H3N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/28/2007	Canada	Alberta	Anas discors	Blue-Winged Teal	Mixed,H4N6	Positive	A	A/blue-winged teal/Alberta/378/2007(mixed),A/blue-winged teal/Alberta/377/2007(H4N6)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/28/2007	Canada	Alberta	Anas discors	Blue-Winged Teal	Mixed	Positive	A	A/blue-winged teal/Alberta/380/2007(mixed)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/28/2007	Canada	Alberta	Anas discors	Blue-Winged Teal	H3N8	Positive	A	A/blue-winged teal/Alberta/387/2007(H3N8)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
Environment Canada	08/08/2008	Canada	Alberta	Anas discors	Blue-Winged Teal	H10N7	Positive	A	A/blue-winged teal/Alberta/405/2008(H10N7)	fluquery@yahoo.com	Wild	Adult	Healthy	
Environment Canada	08/12/2010	Canada	Alberta	Anas platyrhynchos	Mallard	H7N3	Positive	A	A/mallard/Alberta/167/2010(H7N3)	fluquery@yahoo.com	Wild	Hatch Year	Healthy	
