Collector Institution	Collection Date	Country	State / Province	Host Species	Host Common Name	Subtype	Flu Test Status	Type	Strain Name	Contact Email Address	Age	Health	Behavior	
University of Minnesota	10/15/2003	USA	Texas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Texas/SG1162/2003(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/15/2003	USA	Texas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Texas/00195/2003(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	12/23/2003	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/00234/2003(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	08/12/2003	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/00130/2003(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	08/28/2003	USA	Oklahoma	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Oklahoma/00141/2003(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/22/2003	USA	Kentucky	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Kentucky/SG1167/2003(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/29/2003	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1168/2003(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/11/2003	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1169/2003(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	02/04/2003	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1170/2003(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/12/2003	USA	North Carolina	Sus scrofa	Wild Boar	N2	Positive	A	A/swine/North Carolina/SG1171/2003(N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/20/2003	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1172/2003(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/02/2003	USA	North Carolina	Sus scrofa	Wild Boar	H1	Positive	A	A/swine/North Carolina/00116/2003(H1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/05/2003	USA	North Carolina	Sus scrofa	Wild Boar	H3N1	Positive	A	A/swine/North Carolina/SG1174/2003(H3N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/09/2003	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1175/2003(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/17/2003	USA	Minnesota	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Minnesota/SG1176/2003(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/10/2003	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1177/2003(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	08/06/2003	USA	Nebraska	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Nebraska/SG1178/2003(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	12/23/2003	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1179/2003(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	02/12/2003	USA	Minnesota	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Minnesota/SG1180/2003(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/12/2003	USA	Kansas	Sus scrofa	Wild Boar	N1	Positive	A	A/swine/Kansas/SG1181/2003(N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/02/2003	USA	Minnesota	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Minnesota/SG1183/2003(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	12/02/2003	USA	Minnesota	Sus scrofa	Wild Boar	N2	Positive	A	A/swine/Minnesota/SG1184/2003(N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	04/07/2004	USA	Colorado	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Colorado/SG1185/2004(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/22/2004	USA	Texas	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Texas/SG1186/2004(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/22/2004	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1188/2004(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	07/22/2004	USA	Texas	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Texas/00376/2004(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/15/2004	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1190/2004(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	12/28/2004	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1191/2004(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	08/18/2005	USA	Minnesota	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Minnesota/SG-00234/2005(H3N2),A/swine/Minnesota/00709/2005(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/19/2007	USA	Minnesota	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Minnesota/001444/2007(H3N2),A/swine/Minnesota/SG-00237/2007(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	08/15/2006	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/001200/2006(H1N1),A/swine/Minnesota/SG-00238/2006(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	04/26/2007	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/001581/2007(H1N1),A/swine/Minnesota/SG-00240/2007(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/17/2006	USA	Minnesota	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Minnesota/SG-00243/2006(H3N2),A/swine/Minnesota/001332/2006(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/16/2008	USA	Illinois	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Illinois/Sg-00443/2008(H1N1),A/swine/Illinois/02238/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/16/2008	USA	Illinois	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Illinois/02251/2008(H1N1),A/swine/Illinois/Sg-00444/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/16/2008	USA	Illinois	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Illinois/01981/2008(H1N1),A/swine/Illinois/Sg-00445/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/31/2009	USA	Illinois	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Illinois/02695/2009(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	12/08/2008	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/02475/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/17/2008	USA	Illinois	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Illinois/02385/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	12/07/2007	USA	Illinois	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Illinois/01917/2007(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	12/07/2007	USA	Illinois	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Illinois/01918/2007(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/20/2005	USA	Minnesota	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Minnesota/00484/2005(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/08/2005	USA	Nebraska	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Nebraska/00722/2005(Mixed) 	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	03/12/2008	USA	Illinois	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Illinois/02064/2008(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	07/22/2003	USA	Kentucky	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Kentucky/SG1118/2003(Mixed) 	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/07/2009	USA	Minnesota	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Minnesota/02782/2009(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/20/2007	USA	Minnesota	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Minnesota/01862/2007(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	02/28/2008	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/02053/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/02/2004	USA	Indiana	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Indiana/00427/2004(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/21/2009	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/02905/2009(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/20/2005	USA	Minnesota	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Minnesota/00611/2005(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/31/2007	USA	Iowa	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Iowa/01700/2007(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/27/2005	USA	North Carolina	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/North Carolina/00839/2005(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	02/15/2008	USA	Ohio	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine//Ohio/02026/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/16/2006	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/01358/2006(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	04/28/2008	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/SG1133/2008(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	05/25/2006	USA	Minnesota	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Minnesota/01146/2006(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	02/17/2010	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/02979/2010(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/16/2002	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/SG1138/2002(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	03/07/2003	USA	Illinois	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Illinois/SG1141/2003(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/19/2006	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/SG1144/2006(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/10/2008	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/02324/2008(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/19/2008	USA	Illinois	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Illinois/02450/2008(Mixed) 	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/12/2009	USA	Illinois	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Illinois/02510/2009(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	09/28/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0928/2011(H1N2)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	10/18/2010	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/36-1020/2010(H1N1)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	08/29/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0822/2011(H1N2)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	08/29/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0818/2011(H1N2)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	08/29/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0801/2011(H1N2)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	06/13/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/36-0626/2011(H1N2)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	06/13/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/36-0612/2011(H1N2)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	06/13/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0624/2011(H1N2)	fluquery@yahoo.com	Juvenile	Healthy	Domestic	
University of Minnesota Veterinary Diagnostic Lab	06/13/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0607/2011(H1N2)	fluquery@yahoo.com	Juvenile	Healthy	Domestic	
University of Minnesota Veterinary Diagnostic Lab	05/16/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0524/2011(H1N2)	fluquery@yahoo.com	Juvenile	Healthy	Domestic	
University of Minnesota Veterinary Diagnostic Lab	05/16/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0520/2011(H1N2)	fluquery@yahoo.com	Juvenile	Healthy	Domestic	
University of Minnesota Veterinary Diagnostic Lab	04/28/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0429/2011(H1N2)	fluquery@yahoo.com	Juvenile	Healthy	Domestic	
University of Minnesota Veterinary Diagnostic Lab	10/18/2010	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/36-1005/2010(H1N1)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	10/18/2010	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/36-1008/2010(H1N1)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	10/18/2010	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/36-1012/2010(H1N1)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	08/29/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0828/2011(H1N2)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	10/18/2010	USA	Minnesota	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Minnesota/36-1026/2010(H1N1)	fluquery@yahoo.com	Juvenile	Sick	Domestic	
University of Minnesota Veterinary Diagnostic Lab	03/21/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0311/2011(H1N2)	fluquery@yahoo.com	Juvenile	Healthy	Domestic	
University of Minnesota Veterinary Diagnostic Lab	03/21/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0316/2011(H1N2)	fluquery@yahoo.com	Juvenile	Healthy	Domestic	
University of Minnesota Veterinary Diagnostic Lab	03/21/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0325/2011(H1N2)	fluquery@yahoo.com	Juvenile	Healthy	Domestic	
University of Minnesota Veterinary Diagnostic Lab	04/28/2011	USA	Minnesota	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Minnesota/34-0403/2011(H1N2)	fluquery@yahoo.com	Juvenile	Healthy	Domestic	
University of South Dakota	05/29/2013	USA	Iowa	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Iowa/13E100/2013(H1N1)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
University of South Dakota	05/29/2013	USA	Iowa	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Iowa/13E088/2013(H1N1)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
University of South Dakota	05/29/2013	USA	Iowa	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Iowa/13E078/2013(H1N1)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
University of South Dakota	05/29/2013	USA	Iowa	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Iowa/13E045/2013(H3N2)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
University of South Dakota	08/30/2013	USA	Iowa	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Iowa/13H094/2013(H3N2)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
University of South Dakota	07/19/2013	USA	Iowa	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Iowa/13G060/2013(H3N2)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
University of South Dakota	08/30/2013	USA	Iowa	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Iowa/13H087/2013(H3N2)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
University of South Dakota	08/30/2013	USA	Iowa	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Iowa/13H073/2013(H3N2)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
University of South Dakota	08/30/2013	USA	Iowa	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Iowa/13H072/2013(H1N2)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
University of South Dakota	08/30/2013	USA	Iowa	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Iowa/13H069/2013(H3N2)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
University of South Dakota	08/30/2013	USA	Iowa	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Iowa/13H090/2013(H3N2)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
